Trial Id,Phase,Condition,Intervention,High Confidence Event(s),Death Category,Has death? (Y/N)
NCT00090103,Phase 3,Prostatic_Hyperplasia,dutasteride_0.5mg_once_daily_for_4_years tamsulosin_0.4mg_once_daily_for_4_years ,Coronary_artery_stenosis Sick_sinus_syndrome Cardio-respiratory_arrest Ventricular_tachycardia Duodenal_ulcer Multi-organ_failure Cystitis Diabetes_mellitus_inadequate_control Spinal_column_stenosis Bladder_cancer Rectal_cancer Cerebral_ischaemia Sciatica Renal_failure_chronic Aortic_aneurysm Peripheral_ischaemia Orthostatic_hypotension Haemorrhage Cardiopulmonary_failure Haematemesis Oesophagitis Gangrene Metastases_to_liver Cerebral_haemorrhage Hemiparesis Acute_pulmonary_oedema Circulatory_collapse Melaena Malaise Localised_infection Encephalopathy Lung_disorder ,General_disorders ,Y
NCT00090220,Phase 3,Healthy Papillomavirus_Infection ,Quadrivalent_Human_Papillomavirus_(Types_6_11_16_18)_Recombinant_Vaccine Comparator:_Placebo ,Cardio-respiratory_arrest Metastases_to_liver Cerebral_haemorrhage ,N/A,N
NCT00090285,Phase 3,Condylomata_Acuminata,(Gardasil‰ã¢)_human_papillomavirus_(types_6_11_16_18)_recombinant_vaccine Comparator:_placebo_(unspecified) ,N/A,N/A,N
NCT00090233,Phase 3,Rotavirus_Infections,Rotateq‰ã¢ Comparator:_Placebo ,Cardio-respiratory_arrest Haematemesis Cystitis Cerebral_haemorrhage Encephalopathy Circulatory_collapse Cardiopulmonary_failure Oesophagitis Haematoma Haemorrhage ,General_disorders ,Y
NCT00090259,Phase 3,Heart_Failure,Losartan_50_mg Losartan_150_mg ,Coronary_artery_stenosis Ventricular_fibrillation Ventricular_tachycardia Duodenal_ulcer Haematemesis Melaena Multi-organ_failure Gangrene Localised_infection Fracture Diabetes_mellitus_inadequate_control Musculoskeletal_pain Spinal_column_stenosis Bladder_cancer Metastases_to_liver Rectal_cancer Cerebral_haemorrhage Renal_failure_chronic Acute_pulmonary_oedema Skin_ulcer Aortic_aneurysm Haematoma Orthostatic_hypotension Oesophagitis Malaise Cholangitis Cystitis Encephalopathy Sciatica Haemorrhage Peripheral_ischaemia ,General_disorders ,Y
NCT00090363,Phase 2,Prostate_Cancer,ZD4054_15_mg Placebo ZD4054_10_mg ,Oesophagitis ,General_disorders ,Y
NCT00090402,Phase 1/Phase 2,Alzheimer's_Disease Oxidative_Stress Dementia Hyperlipidemia Inflammation ,Fish_Oil Fish_Oil_and_Lipoic_acid Placebo ,N/A,N/A,N
NCT00090545,Phase 2,Prostate_Cancer,BAY_43-9006,N/A,General_disorders ,Y
NCT00090584,N/A,Urinary_Incontinence_(UI),Tolterodine Behavioral_training ,N/A,N/A,N
NCT00090610,Phase 2,Ovarian_Cancer,Docetaxel Carboplatin ,N/A,N/A,N
NCT00090844,Phase 2,Breast_Cancer Hormone_Changes Drug_Toxicity ,triptorelin,N/A,N/A,N
NCT00090779,Phase 2,HIV_Infections,Emtricitabine/_tenofovir_disoproxil_fumarate Lopinavir/Ritonavir ,N/A,N/A,N
NCT00090987,Phase 2,Sarcoma,imatinib_mesylate,N/A,N/A,N
NCT00091026,Phase 2,Adenocarcinoma_of_the_Pancreas Recurrent_Pancreatic_Cancer Stage_II_Pancreatic_Cancer Stage_III_Pancreatic_Cancer Stage_IV_Pancreatic_Cancer ,cetuximab gemcitabine_hydrochloride bevacizumab erlotinib_hydrochloride ,N/A,N/A,N
NCT00090753,Phase 3,Anemia,Methoxy_Polyethylene_Glycol-Epoetin_Beta Epoetin_alfa Epoetin_beta Darbepoetin_alfa ,N/A,General_disorders ,Y
NCT00091390,Phase 2,Prostate_Cancer,HDR_brachytherapy_boost radiation_therapy ,N/A,N/A,N
NCT00091507,Phase 3,Angina_Unstable Cardiovascular_Diseases Heart_Diseases Coronary_Disease Myocardial_Infarction Heart_Failure_Congestive ,GIK Placebo ,Ventricular_fibrillation Ventricular_tachycardia Multi-organ_failure ,N/A,N
NCT00091442,Phase 3,Breast_Cancer,Docetaxel DOXIL ,Multi-organ_failure Cystitis ,General_disorders ,Y
NCT00091572,Phase 3,Melanoma,Temozolomide Dacarbazine ,N/A,N/A,N
NCT00091793,Phase 3,Postmenopausal_Osteoporosis,AMG_162 Placebo ,N/A,N/A,N
NCT00091819,Phase 3,Staphylococcal_Skin_Infection,Telavancin Vancomycin ,N/A,N/A,N
NCT00091832,Phase 2,Breast_Cancer Metastases Bone_Metastases_in_Subjects_With_Advanced_Breast_Cancer ,Denosumab IV_Bisphosphonates ,Cardiopulmonary_failure Oesophagitis Multi-organ_failure Metastases_to_liver Cardio-respiratory_arrest Cerebral_haemorrhage Diabetes_mellitus_inadequate_control ,N/A,N
NCT00092417,Phase 3,Healthy,Comparator:_Varicella_Zoster_Virus_Vaccine Comparator:_Varicella_Zoster_Virus_Vaccine ,N/A,N/A,N
NCT00092443,Phase 3,Rotavirus_Infections,RotaTeq‰ã¢_rotavirus_vaccine_live_oral_pentavalent Comparator:_Placebo_matching_RotaTeq‰ã¢ ,N/A,General_disorders ,Y
NCT00092456,Phase 3,Rotavirus_Infections,rotavirus_vaccine_live_oral_pentavalent Placebo ,N/A,N/A,N
NCT00092495,Phase 3,Cervical_Cancer Genital_Warts ,V501_Gardasil_human_papillomavirus_(type_6_11_16_18)_recombinant_vaccine,N/A,N/A,N
NCT00092534,Phase 3,Cervical_Cancer Genital_Warts ,Gardasil_human_papillomavirus_(type_6_11_16_18)_recombinant_vaccine Matching_Placebo ,N/A,N/A,N
NCT00092521,Phase 3,Cervical_Cancer Genital_Warts ,V501 Comparator:_Placebo Human_Papillomavirus_(HPV)_16_Monovalent ,N/A,N/A,N
NCT00092547,Phase 3,Healthy_Papillomavirus_Infections,V501 Comparator:_Placebo V501 ,Localised_infection ,N/A,N
NCT00092677,Phase 3,Aortic_Stenosis,ezetimibe_(+)_simvastatin Comparator:_Placebo ,Cardiac_failure_acute Coronary_artery_stenosis Sick_sinus_syndrome Ventricular_fibrillation Ventricular_tachycardia Duodenal_ulcer Haematemesis Malaise Multi-organ_failure Cystitis Gangrene Musculoskeletal_pain Spinal_column_stenosis Bladder_cancer Metastases_to_liver Rectal_cancer Hemiparesis Skin_ulcer Aortic_aneurysm Circulatory_collapse Haematoma Haemorrhage Orthostatic_hypotension Oesophagitis Haemoglobin_decreased Cholangitis Localised_infection ,General_disorders ,Y
NCT00093041,Phase 1/Phase 2,Head_and_Neck_Neoplasms,Zalutumumab,Duodenal_ulcer ,N/A,N
NCT00093145,Phase 2,Breast_Cancer,Albumin-bound_paclitaxel Carboplatin Herceptinå¨ ,N/A,N/A,N
NCT00093015,Phase 3,Kidney_Disease Diabetes_Mellitus Anemia ,Placebo darbepoetin_alfa ,Cardiac_failure_acute Cardio-respiratory_arrest Cardiopulmonary_failure Coronary_artery_stenosis Sick_sinus_syndrome Ventricular_fibrillation Ventricular_tachycardia Duodenal_ulcer Melaena Oesophagitis Malaise Multi-organ_failure Cystitis Gangrene Localised_infection Diabetes_mellitus_inadequate_control Musculoskeletal_pain Spinal_column_stenosis Bladder_cancer Metastases_to_liver Cerebral_haemorrhage Cerebral_ischaemia Sciatica Renal_failure_chronic Acute_pulmonary_oedema Lung_disorder Skin_ulcer Aortic_aneurysm Haematoma Orthostatic_hypotension Peripheral_ischaemia Haematemesis Cholangitis Fracture Haemoglobin_decreased Rectal_cancer Encephalopathy Hemiparesis ,General_disorders ,Y
NCT00093379,Phase 2,Anal_Cancer,Capecitabine Oxaliplatin Radiation_Therapy_(XRT) ,N/A,N/A,N
NCT00093496,Phase 2,Primary_Peritoneal_Cavity_Cancer Recurrent_Ovarian_Epithelial_Cancer Stage_III_Ovarian_Epithelial_Cancer Stage_IV_Ovarian_Epithelial_Cancer ,gemcitabine_hydrochloride tanespimycin ,N/A,N/A,N
NCT00093756,Phase 1/Phase 2,Recurrent_Non-small_Cell_Lung_Cancer Stage_IIIA_Non-small_Cell_Lung_Cancer Stage_IIIB_Non-small_Cell_Lung_Cancer ,3-dimensional_conformal_radiation_therapy bortezomib paclitaxel carboplatin ,N/A,N/A,N
NCT00094094,Phase 2,Lung_Neoplasms Carcinoma_Non-small_Cell_Lung ,axitinib,N/A,N/A,N
NCT00094055,Phase 2,Thyroid_Neoplasms,AG013736,Cardio-respiratory_arrest Multi-organ_failure ,N/A,N
NCT00094107,Phase 2,Melanoma Skin_Neoplasms ,Axitinib_[AG-013736],Diabetes_mellitus_inadequate_control ,N/A,N
NCT00094172,Phase 2,Multiple_Sclerosis,Atorvastatin Placebo ,N/A,N/A,N
NCT00094458,Phase 3,Crohn_Disease,infliximab_infusion;_AZA_placebo_caps infliximab_(IFX)_infusion;_azathioprine_(AZA)_caps infliximab_(IFX)_placebo_infusion;_azathioprine_(AZA)_caps ,Duodenal_ulcer Haematoma ,N/A,N
NCT00094770,Phase 3,Diabetes_Mellitus_Type_2,sitagliptin_(MK0431) Comparator:_glipizide ,Melaena Hemiparesis ,General_disorders ,Y
NCT00094809,Phase 2,Colon_Cancer Colorectal_Cancer Rectal_Cancer ,Placebo Pegfilgrastim ,Haematemesis Orthostatic_hypotension Cardio-respiratory_arrest ,N/A,N
NCT00094887,Phase 2,Anemia_Sickle_Cell,Nitric_Oxide Placebo ,N/A,N/A,N
NCT00094757,Phase 3,Diabetes_Mellitus_Type_2,Comparator:_sitagliptin_100_mg Comparator:_sitagliptin_200_mg Comparator:_placebo Comparator:_pioglitazone ,N/A,N/A,N
NCT00094302,Phase 3,Cardiovascular_Diseases Heart_Diseases Heart_Failure_Congestive ,Spironolactone Placebo ,N/A,Cardiac_disorders General_disorders Injury_poisoning_and_procedural_complications Nervous_system_disorders ,Y
NCT00094861,Phase 2,Dysphagia Non-Small_Cell_Lung_Cancer Lung_Cancer ,Palifermin Placebo Radiotherapy Paclitaxel Carboplatin ,Oesophagitis Circulatory_collapse ,General_disorders ,Y
NCT00095056,Phase 3,Diabetes_Mellitus_Type_2 Chronic_Renal_Insufficiency ,sitagliptin Placebo_to_Sitagliptin glipizide Placebo_to_glipizide ,N/A,General_disorders ,Y
NCT00094835,Phase 1/Phase 2,Lung_Cancer Non-Small_Cell_Lung_Cancer ,Panitumumab Motesanib_diphosphate Paclitaxel Carboplatin ,Orthostatic_hypotension Encephalopathy ,N/A,N
NCT00094653,Phase 3,Melanoma Metastases ,MDX-010_(anti-CTLA4)_monoclonal_antibody MDX-1379_(gp100)_Melanoma_Peptide_Vaccine ,N/A,N/A,N
NCT00094900,Phase 2,Inflammation Familial_Mediterranean_Fever Still's_Disease_Adult-Onset ,IL-1_Trap,N/A,N/A,N
NCT00095121,Phase 3,Chronic_Hepatitis_B,Placebo_(PLB) Adefovir_Dipivoxil_(ADV) Lamivudine ,N/A,N/A,N
NCT00095212,N/A,HIV_Infection,1_Transdermal_Testosterone_(Patch) 2_Placebo_Patch ,N/A,N/A,N
NCT00095199,Phase 3,Non_Small_Cell_Lung_Cancer,Pemetrexed Cetuximab Docetaxel ,Cardio-respiratory_arrest Ventricular_tachycardia Duodenal_ulcer Gangrene Haemoglobin_decreased Cerebral_ischaemia Hemiparesis Orthostatic_hypotension Peripheral_ischaemia Multi-organ_failure Musculoskeletal_pain Ventricular_fibrillation ,General_disorders ,Y
NCT00095238,Phase 3,Congestive_Heart_Failure,Irbesartan Placebo ,N/A,General_disorders ,Y
NCT00095147,Phase 3,Rheumatoid_Arthritis,Abatacept_(ABA)_+_Methotrexate_(MTX)_double-blind_(DB) Infliximab_(INF)_+_MTX_DB Placebo_(PLA)_+_MTX_DB PLA_+_MTX_switched_to_ABA+_MTX_DB ABA_open-label_(OL) ,N/A,N/A,N
NCT00095303,Phase 3,Substance_Abuse,Brief_Strategic_Family_Therapy_(BSFT) Treatment_as_Usual ,N/A,Social_circumstances ,Y
NCT00095498,Phase 2,Rheumatoid_Arthritis,placebo denosumab ,Bladder_cancer ,N/A,N
NCT00095576,Phase 2,AIDS HIV_Infections ,Trivalent_MRKAd5_HIV-1_gag/pol/nef_(1.5x10^10_ad-vg/dose) Comparator:_placebo ,Musculoskeletal_pain ,N/A,N
NCT00095875,Phase 3,Head_and_Neck_Cancer,carboplatin cisplatin docetaxel fluorouracil ,N/A,N/A,N
NCT00095784,Phase 2,Primary_Myelofibrosis,decitabine,N/A,N/A,N
NCT00096122,Phase 1/Phase 2,Adult_Acute_Basophilic_Leukemia Adult_Acute_Eosinophilic_Leukemia Adult_Acute_Megakaryoblastic_Leukemia_(M7) Adult_Acute_Minimally_Differentiated_Myeloid_Leukemia_(M0) Adult_Acute_Monoblastic_Leukemia_(M5a) Adult_Acute_Monocytic_Leukemia_(M5b) Adult_Acute_Myeloblastic_Leukemia_With_Maturation_(M2) Adult_Acute_Myeloblastic_Leukemia_Without_Maturation_(M1) Adult_Acute_Myeloid_Leukemia_With_11q23_(MLL)_Abnormalities Adult_Acute_Myeloid_Leukemia_With_Inv(16)(p13;q22) Adult_Acute_Myeloid_Leukemia_With_t(16;16)(p13;q22) Adult_Acute_Myeloid_Leukemia_With_t(8;21)(q22;q22) Adult_Acute_Myelomonocytic_Leukemia_(M4) Adult_Erythroleukemia_(M6a) Adult_Pure_Erythroid_Leukemia_(M6b) Childhood_Myelodysplastic_Syndromes Chronic_Myelomonocytic_Leukemia de_Novo_Myelodysplastic_Syndromes Refractory_Anemia_With_Excess_Blasts Refractory_Anemia_With_Excess_Blasts_in_Transformation Secondary_Acute_Myeloid_Leukemia Secondary_Myelodysplastic_Syndromes Untreated_Adult_Acute_Myeloid_Leukemia ,cytarabine idarubicin tipifarnib ,N/A,General_disorders ,Y
NCT00096031,Phase 2,Esophageal_Cancer,cetuximab,N/A,N/A,N
NCT00095979,Phase 2,Endometrial_Adenocarcinoma Recurrent_Endometrial_Carcinoma Stage_IV_Endometrial_Carcinoma ,ixabepilone,N/A,General_disorders ,Y
NCT00096018,Phase 1/Phase 2,Leukemia,fludarabine_phosphate thalidomide ,N/A,General_disorders ,Y
NCT00095940,Phase 1/Phase 2,Recurrent_Childhood_Anaplastic_Astrocytoma Recurrent_Childhood_Brain_Stem_Glioma Recurrent_Childhood_Ependymoma Recurrent_Childhood_Giant_Cell_Glioblastoma Recurrent_Childhood_Glioblastoma Recurrent_Childhood_Gliosarcoma Recurrent_Childhood_Medulloblastoma Recurrent_Childhood_Oligodendroglioma ,lapatinib_ditosylate therapeutic_conventional_surgery laboratory_biomarker_analysis pharmacological_study positron_emission_tomography magnetic_resonance_imaging ,N/A,N/A,N
NCT00096200,Phase 2,Recurrent_Fallopian_Tube_Carcinoma Recurrent_Ovarian_Carcinoma Recurrent_Primary_Peritoneal_Carcinoma ,Carboplatin Paclitaxel Sorafenib_Tosylate ,N/A,N/A,N
NCT00096226,Phase 2,Lung_Cancer,Induction_Carboplatin Induction_Paclitaxel Resection Consolidation_Carboplatin Radiation_Therapy Consolidation_Paclitaxel ,N/A,N/A,N
NCT00096174,Phase 2,Head_and_Neck_Cancer,cetuximab_C225 cisplatin radiation_therapy ,N/A,N/A,N
NCT00096135,N/A,Leukemia,filgrastim cyclophosphamide cytarabine daunorubicin_hydrochloride dexamethasone etoposide leucovorin_calcium mercaptopurine methotrexate pegaspargase therapeutic_hydrocortisone vincristine_sulfate radiation_therapy ,N/A,General_disorders ,Y
NCT00096356,Phase 3,Breast_Cancer Fatigue ,CoQ10_&_Vitamin_E Placebo_&_Vitamin_E ,N/A,N/A,N
NCT00096278,Phase 3,Adenocarcinoma_of_the_Colon Stage_IIA_Colon_Cancer Stage_IIB_Colon_Cancer Stage_IIC_Colon_Cancer Stage_IIIA_Colon_Cancer Stage_IIIB_Colon_Cancer Stage_IIIC_Colon_Cancer ,oxaliplatin leucovorin_calcium fluorouracil bevacizumab ,Ventricular_fibrillation Duodenal_ulcer Fracture ,General_disorders ,Y
NCT00096382,Phase 2,Melanoma_(Skin),aldesleukin filgrastim therapeutic_tumor_infiltrating_lymphocytes cyclophosphamide fludarabine_phosphate radiation_therapy ,N/A,N/A,N
NCT00096265,Phase 3,Recurrent_Non-small_Cell_Lung_Cancer Stage_IV_Non-small_Cell_Lung_Cancer Tumors_Metastatic_to_Brain ,erlotinib_hydrochloride 3-dimensional_conformal_radiation_therapy stereotactic_radiosurgery temozolomide ,Fracture Encephalopathy ,General_disorders ,Y
NCT00096447,Phase 2,Recurrent_Endometrial_Carcinoma,lapatinib_ditosylate,N/A,General_disorders ,Y
NCT00096785,Phase 3,Hepatitis_B Chronic_Disease ,entecavir adefovir ,N/A,N/A,N
NCT00096954,Phase 4,Asthma,omalizumab_(Xolair) placebo ,N/A,N/A,N
NCT00096993,Phase 2,Ovarian_Cancer Peritoneal_Cancer Fallopian_Tube_Cancer ,Placebo Gemcitabine Pertuzumab ,N/A,N/A,N
NCT00097500,Phase 3,Type_2_Diabetes_Mellitus,exenatide Insulin_glargine Metformin ,N/A,N/A,N
NCT00097448,Phase 3,Sudden_Deafness,prednisone methylprednisolone_sodium_succinate ,Bladder_cancer ,N/A,N
NCT00097695,Phase 3,Angioedema,Icatibant Placebo ,N/A,N/A,N
NCT00097708,Phase 3,Anxiety_Disorder,experimental_anti-anxiety_drug,N/A,N/A,N
NCT00097721,Phase 2,Breast_Neoplasms,E7389,N/A,N/A,N
NCT00097773,Phase 2,Cystic_Fibrosis Pulmonary_Disease_Chronic_Obstructive ,Tobramycin_solution_for_inhalation_(TOBI) Oral_placebo Oral_ciprofloxacin ,Haematemesis ,N/A,N
NCT00097591,Phase 3,Coronary_Arteriosclerosis Acute_Coronary_Syndromes ,Prasugrel Clopidogrel ,Cardiac_failure_acute Cardio-respiratory_arrest Cardiopulmonary_failure Coronary_artery_stenosis Sick_sinus_syndrome Ventricular_fibrillation Ventricular_tachycardia Duodenal_ulcer Haematemesis Melaena Oesophagitis Multi-organ_failure Gangrene Haemoglobin_decreased Diabetes_mellitus_inadequate_control Musculoskeletal_pain Spinal_column_stenosis Bladder_cancer Metastases_to_liver Rectal_cancer Cerebral_haemorrhage Encephalopathy Hemiparesis Sciatica Renal_failure_chronic Acute_pulmonary_oedema Lung_disorder Aortic_aneurysm Circulatory_collapse Haematoma Haemorrhage Orthostatic_hypotension Malaise Localised_infection Peripheral_ischaemia ,General_disorders ,Y
NCT00097981,Phase 3,Multiple_Myeloma,Thalidomide Dexamethasone DOXIL ,Haematoma Hemiparesis Haemorrhage ,N/A,N
NCT00098254,Phase 2,Non-Small-Cell_Lung_Carcinoma,BAY_43-9006_(Sorafenib),N/A,General_disorders ,Y
NCT00098345,Phase 2,Thyroid_Cancer,ZD6474_(vandetanib),N/A,N/A,N
NCT00097786,Phase 3,Diabetes_Mellitus_Type_2,Valsartan_160_mg_+_nateglinide_60_mg Valsartan_160_mg_+_nateglinide_placebo Nateglinide_60_mg_+_valsartan_placebo Valsartan_placebo_+_nateglinide_placebo ,Cardiac_failure_acute Cardio-respiratory_arrest Cardiopulmonary_failure Coronary_artery_stenosis Sick_sinus_syndrome Ventricular_fibrillation Ventricular_tachycardia Duodenal_ulcer Haematemesis Melaena Oesophagitis Malaise Multi-organ_failure Cholangitis Cystitis Musculoskeletal_pain Spinal_column_stenosis Bladder_cancer Metastases_to_liver Rectal_cancer Cerebral_haemorrhage Cerebral_ischaemia Hemiparesis Sciatica Renal_failure_chronic Acute_pulmonary_oedema Skin_ulcer Aortic_aneurysm Circulatory_collapse Haematoma Haemorrhage Gangrene Localised_infection Encephalopathy Lung_disorder Peripheral_ischaemia ,General_disorders ,Y
NCT00098293,Phase 3,HIV-1,Maraviroc_+_Zidovudine/Lamivudine Efavirenz_+_Zidovudine/Lamivudine Maraviroc_(UK-427857)_+_Zidovudine/Lamivudine ,Duodenal_ulcer Localised_infection Haemoglobin_decreased Cardiopulmonary_failure Rectal_cancer ,General_disorders ,Y
NCT00098306,Phase 2/Phase 3,HIV_Infections,Maraviroc_(UK-427857) Optimized_Background_Therapy Optimized_Background_Therapy Placebo Optimized_Background_Therapy ,Gangrene Musculoskeletal_pain Oesophagitis Malaise Cystitis Rectal_cancer Encephalopathy ,N/A,N
NCT00098670,Phase 2,B-cell_Chronic_Lymphocytic_Leukemia Stage_I_Chronic_Lymphocytic_Leukemia Stage_II_Chronic_Lymphocytic_Leukemia Stage_III_Chronic_Lymphocytic_Leukemia Stage_IV_Chronic_Lymphocytic_Leukemia ,alemtuzumab rituximab fludarabine_phosphate ,Ventricular_tachycardia Multi-organ_failure ,N/A,N
NCT00098475,Phase 3,DS_Stage_I_Plasma_Cell_Myeloma DS_Stage_II_Plasma_Cell_Myeloma DS_Stage_III_Plasma_Cell_Myeloma ,Dexamethasone Laboratory_Biomarker_Analysis Lenalidomide Thalidomide ,Ventricular_tachycardia Fracture Encephalopathy ,General_disorders ,Y
NCT00098813,Phase 2,Recurrent_Thyroid_Cancer Stage_IV_Follicular_Thyroid_Cancer Stage_IV_Papillary_Thyroid_Cancer ,romidepsin laboratory_biomarker_analysis positron_emission_tomography ,N/A,General_disorders ,Y
NCT00098774,Phase 2,Lymphoma,filgrastim rituximab cytarabine etoposide leucovorin_calcium methotrexate temozolomide ,N/A,N/A,N
NCT00098748,Phase 2/Phase 3,HIV_Infections,Optimized_Background_Therapy_(OBT) maraviroc_(UK-427857) Optimized_Background_Therapy_(OBT) maraviroc_(UK-427857) Optimized_Background_Therapy_(OBT) ,N/A,N/A,N
NCT00098865,Phase 2,Central_Nervous_System_Tumor_Pediatric Neuroblastoma ,temozolomide thalidomide ,N/A,N/A,N
NCT00098839,Phase 1/Phase 2,Recurrent_Childhood_Acute_Lymphoblastic_Leukemia,L-asparaginase doxorubicin_hydrochloride therapeutic_hydrocortisone vincristine_sulfate epratuzumab cytarabine prednisone pegaspargase dexrazoxane_hydrochloride methotrexate etoposide cyclophosphamide leucovorin_calcium filgrastim ,Encephalopathy ,General_disorders ,Y
NCT00098722,Phase 2/Phase 3,HIV_Infections,Maraviroc_(UK-427857) optimized_background_therapy Maraviroc_(UK-427857) optimized_background_therapy optimized_background_therapy ,Cardiac_failure_acute Cerebral_haemorrhage Cardio-respiratory_arrest Cystitis Metastases_to_liver Haematoma Orthostatic_hypotension Lung_disorder ,General_disorders ,Y
NCT00098787,Phase 2,Colorectal_Cancer,bevacizumab fluorouracil irinotecan_hydrochloride leucovorin_calcium Oxaliplatin ,N/A,General_disorders ,Y
NCT00098956,Phase 2,Extensive_Stage_Small_Cell_Lung_Cancer Recurrent_Small_Cell_Lung_Cancer ,topotecan_hydrochloride 7-hydroxystaurosporine ,N/A,General_disorders ,Y
NCT00099268,Phase 3,Parkinson's_Disease,Carbidopa/levodopa/entacapone Immediate_release_carbidopa/levodopa ,Coronary_artery_stenosis Musculoskeletal_pain Sciatica Orthostatic_hypotension Peripheral_ischaemia Ventricular_tachycardia Spinal_column_stenosis Aortic_aneurysm Circulatory_collapse ,N/A,N
NCT00099359,Phase 3,Disease_Transmission_Vertical Vertical_Human_Immunodeficiency_Virus_Transmission HIV_Infections ,Zidovudine Nevirapine_(NVP) Epivir_(3TC) Nelfinavir_(NFV) ,N/A,General_disorders ,Y
NCT00099437,Phase 3,Breast_Cancer,Fulvestrant,N/A,General_disorders ,Y
NCT00100048,Phase 2,HIV_Infections Acquired_Immunodeficiency_Syndrome ,Comparator:_MK0518_monotherapy Comparator:_MK0518_combination_therapy Comparator:_efavirenz Comparator:_tenofovir Comparator:_lamivudine Placebo_monotherapy ,N/A,N/A,N
NCT00100659,Phase 3,Chronic_Hepatitis_C,Pegylated_Interferon/ribavirin,N/A,N/A,N
NCT00100698,N/A,AIDS HIV_Infections ,recombinant_human_growth_hormone placebo ,N/A,N/A,N
NCT00100841,Phase 2,Adenocarcinoma_of_the_Rectum Mucinous_Adenocarcinoma_of_the_Colon Recurrent_Colon_Cancer Recurrent_Rectal_Cancer Signet_Ring_Adenocarcinoma_of_the_Colon Stage_IV_Colon_Cancer Stage_IV_Rectal_Cancer ,cetuximab bevacizumab oxaliplatin leucovorin_calcium fluorouracil ,N/A,N/A,N
NCT00100932,Phase 2,Non-Small-Cell_Lung_Carcinoma,E7389_28_Day_Cycle E7389_21_Day_Cycle ,N/A,N/A,N
NCT00101101,Phase 2,Lymphoma,Cyclophosphamide Doxorubicin Vincristine Prednisone Dexamethasone Autologous_Tumor_Cell-Based_Vaccine IL-2 ,N/A,N/A,N
NCT00101036,Phase 2,Adult_Primary_Hepatocellular_Carcinoma Advanced_Adult_Primary_Liver_Cancer Localized_Unresectable_Adult_Primary_Liver_Cancer Recurrent_Adult_Primary_Liver_Cancer Recurrent_Extrahepatic_Bile_Duct_Cancer Recurrent_Gallbladder_Cancer Unresectable_Extrahepatic_Bile_Duct_Cancer Unresectable_Gallbladder_Cancer ,lapatinib_ditosylate laboratory_biomarker_analysis ,Duodenal_ulcer Encephalopathy ,General_disorders ,Y
NCT00101192,Phase 2,Cervical_Cancer,cetuximab cisplatin ,N/A,General_disorders ,Y
NCT00101361,Phase 3,Pressure_Ulcer,Oxandrolone Placebo ,N/A,Respiratory_thoracic_and_mediastinal_disorders Infections_and_infestations Metabolism_and_nutrition_disorders ,Y
